Accession #	IMAGE ID	Stop codon	Gene ID	Symbol	Description
BC156698	100062146	with	68673	Krtap4-2	keratin associated protein 4-2
BC156385	100062630	without	50774	Krtap5-1	keratin associated protein 5-1
BC172693	100069501	with	50774	Krtap5-1	keratin associated protein 5-1
BC148736	100015806	with	50775	Krtap5-4	keratin associated protein 5-4
BC148336	100015278	without	50775	Krtap5-4	keratin associated protein 5-4
BC160373	100064117	with	16701	Krtap6-2	keratin associated protein 6-2
BC160311	100064055	with	16704	Krtap8-2	keratin associated protein 8-2
BC156686	100062180	with	75586	Krtap9-3	keratin associated protein 9-3
BC165941	100066241	with	368204	Khdc1a	KH domain containing 1A
BC166022	100066322	with	16549	Khsrp	KH-type splicing regulatory protein
BC160238	100063886	with	243655	Klre1	killer cell lectin-like receptor family E member 1
BC160277	100063925	with	16628	Klra10	"killer cell lectin-like receptor subfamily A, member 10"
BC140218	100014233	without	93969	Klra22	"killer cell lectin-like receptor subfamily A, member 22"
BC146515	100014940	with	93969	Klra22	"killer cell lectin-like receptor subfamily A, member 22"
BC160223	100063871	with	16640	Klra9	"killer cell lectin-like receptor subfamily A, member 9"
BC160273	100063921	with	16641	Klrc1	"killer cell lectin-like receptor subfamily C, member 1"
BC152858	100016063	without	16635	Klra4	"killer cell lectin-like receptor, subfamily A, member 4"
BC156611	100062096	with	16635	Klra4	"killer cell lectin-like receptor, subfamily A, member 4"
BC152859	100016075	without	16637	Klra6	"killer cell lectin-like receptor, subfamily A, member 6"
BC156612	100062108	with	16637	Klra6	"killer cell lectin-like receptor, subfamily A, member 6"
BC140346	100014358	without	16639	Klra8	"killer cell lectin-like receptor, subfamily A, member 8"
BC168386	100068355	with	16706	Ksr1	kinase suppressor of ras 1
BC172712	100069520	with	16709	Ktn1	kinectin 1
BC156335	100061908	without	16553	Kif13a	kinesin family member 13A
BC156080	100062369	without	16558	Kif16b	kinesin family member 16B
BC140373	100014397	without	16559	Kif17	kinesin family member 17
BC148703	100015691	with	16559	Kif17	kinesin family member 17
BC152807	100016104	without	16561	Kif1b	kinesin family member 1B
BC167189	100068089	with	16562	Kif1c	kinesin family member 1C
BC156377	100062617	without	16565	Kif21b	kinesin family member 21B
BC152740	100015999	without	16581	Kifc2	kinesin family member C2
BC156801	100062498	with	16581	Kifc2	kinesin family member C2
BC140362	100014360	without	80880	Kank3	KN motif and ankyrin repeat domains 3
BC141513	100014544	without	50794	Klf13	Kruppel-like factor 13
BC156644	100062162	with	16716	Ky	kyphoscoliosis peptidase
BC148404	100015347	without	28036	Larp7	"La ribonucleoprotein domain family, member 7"
BC153029	100016333	with	28036	Larp7	"La ribonucleoprotein domain family, member 7"
BC172614	100069422	without	226413	Lct	lactase
BC156301	100061741	without	16772	Lama1	"laminin, alpha 1"
BC172652	100069460	with	16772	Lama1	"laminin, alpha 1"
BC172647	100069455	with	16773	Lama2	"laminin, alpha 2"
BC165945	100066245	with	226519	Lamc1	"laminin, gamma 1"
BC140417	100014465	without	16782	Lamc2	"laminin, gamma 2"
BC160374	100064118	with	73722	Lce1a2	late cornified envelope 1A2
BC146599	100014819	with	68720	Lce1b	late cornified envelope 1B
BC148405	100015359	without	68720	Lce1b	late cornified envelope 1B
BC146598	100014807	with	67718	Lce1h	late cornified envelope 1H
BC146421	100015162	without	67718	Lce1h	late cornified envelope 1H
BC168401	100068370	with	16998	Ltbp3	latent transforming growth factor beta binding protein 3
BC172691	100069499	with	99633	Lphn2	latrophilin 2
BC160275	100063923	with	16857	Lgals6	"lectin, galactose binding, soluble 6"
BC148633	100015594	without	93689	Lmod1	leiomodin 1 (smooth muscle)
BC153193	100016603	with	93689	Lmod1	leiomodin 1 (smooth muscle)
BC156701	100062182	with	93677	Lmod2	leiomodin 2 (cardiac)
BC167257	100068157	with	68732	Lrrc16a	leucine rich repeat containing 16A
BC156310	100061754	without	268747	Lrrc16b	leucine rich repeat containing 16B
BC156356	100061899	without	74249	Lrrc2	leucine rich repeat containing 2
BC156649	100062127	with	14160	Lgr5	leucine rich repeat containing G protein coupled receptor 5
BC166014	100066314	with	320974	Lrrn4	leucine rich repeat neuronal 4
BC152759	100015966	without	69706	Lrr1	leucine rich repeat protein 1
BC140381	100014484	without	107065	Lrrtm2	leucine rich repeat transmembrane neuronal 2
BC146465	100015001	with	107065	Lrrtm2	leucine rich repeat transmembrane neuronal 2
BC148507	100015541	without	246316	Lgi2	"leucine-rich repeat LGI family, member 2"
BC160293	100064037	with	107515	Lgr4	leucine-rich repeat-containing G protein-coupled receptor 4
BC140353	100014347	without	16878	Lif	leukemia inhibitory factor
BC146495	100015044	with	16878	Lif	leukemia inhibitory factor
BC141476	100014779	without	232801	Lilra5	"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5"
BC141417	100014700	without	319583	Lig4	"ligase IV, DNA, ATP-dependent"
BC148517	100015471	without	268890	Lsamp	limbic system-associated membrane protein
BC153114	100016504	with	268890	Lsamp	limbic system-associated membrane protein
BC156778	100062254	with	16885	Limk1	"LIM-domain containing, protein kinase"
BC156606	100062107	with	381591	L1td1	LINE-1 type transposase domain containing 1
BC160370	100064114	with	227630	Lcn11	lipocalin 11
BC140405	100014404	without	13863	Lcn5	lipocalin 5
BC146485	100015054	with	13863	Lcn5	lipocalin 5
BC140235	100014247	without	77704	Lcn9	lipocalin 9
BC156650	100062139	with	74142	Lonp1	"lon peptidase 1, mitochondrial"
BC156400	100061922	without	16975	Lrp8	"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
BC160301	100064045	with	16866	Lhb	luteinizing hormone beta
BC140438	100014444	without	16867	Lhcgr	luteinizing hormone/choriogonadotropin receptor
BC152856	100016039	without	17071	Ly6f	"lymphocyte antigen 6 complex, locus F"
BC160367	100064111	with	16994	Ltb	lymphotoxin B
BC152815	100016117	without	244694	Kdm4d	lysine (K)-specific demethylase 4D
BC156878	100062716	with	244694	Kdm4d	lysine (K)-specific demethylase 4D
BC160287	100063935	with	270084	Lpcat2	lysophosphatidylcholine acyltransferase 2
BC160231	100063879	with	239739	Lamp3	lysosomal-associated membrane protein 3
BC141520	100014545	without	71263	Mro	maestro
BC172689	100069497	with	226844	Mfsd7b	major facilitator superfamily domain containing 7B
BC172683	100069491	with	74762	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1
BC165942	100066242	with	269181	Mgat4a	"mannoside acetylglucosaminyltransferase 4, isoenzyme A"
BC156720	100062222	with	232944	Mark4	MAP/microtubule affinity-regulating kinase 4
BC140379	100014460	without	233222	Mrgpra3	"MAS-related GPR, member A3"
BC146462	100015060	with	233222	Mrgpra3	"MAS-related GPR, member A3"
BC148489	100015395	without	404235	Mrgpra5	"MAS-related GPR, member A5"
BC156157	100062405	without	404236	Mrgpra7	"MAS-related GPR, member A7"
BC156596	100062082	with	404237	Mrgpra8	"MAS-related GPR, member A8"
BC165971	100066271	with	233231	Mrgprb1	"MAS-related GPR, member B1"
BC148570	100015549	without	233230	Mrgprb4	"MAS-related GPR, member B4"
BC156677	100062155	with	233230	Mrgprb4	"MAS-related GPR, member B4"
BC148744	100015760	with	83996	Mmp1b	matrix metallopeptidase 1b (interstitial collagenase)
BC146301	100015243	without	83996	Mmp1b	matrix metallopeptidase 1b (interstitial collagenase)
BC160269	100063917	with	30800	Mmp20	matrix metallopeptidase 20 (enamelysin)
BC156391	100061992	without	17391	Mmp24	matrix metallopeptidase 24
BC140432	100014467	without	234911	Mmp27	matrix metallopeptidase 27
BC148544	100015522	without	14013	Mecom	MDS1 and EVI1 complex locus
BC153133	100016495	with	14013	Mecom	MDS1 and EVI1 complex locus
BC156350	100061827	without	327987	Med13	mediator complex subunit 13
BC172732	100069540	with	76199	Med13l	mediator complex subunit 13-like
BC148466	100015392	without	17137	Magea1	"melanoma antigen, family A, 1"
BC153060	100016398	with	17137	Magea1	"melanoma antigen, family A, 1"
BC160260	100063908	with	17145	Mageb1	"melanoma antigen, family B, 1"
BC140339	100014357	without	338320	Mia2	melanoma inhibitory activity 2
BC146486	100014983	with	338320	Mia2	melanoma inhibitory activity 2
BC148563	100015465	without	64381	Ms4a8a	"membrane-spanning 4-domains, subfamily A, member 8A"
BC153143	100016497	with	64381	Ms4a8a	"membrane-spanning 4-domains, subfamily A, member 8A"
BC148451	100015390	without	259172	Mfrp	membrane-type frizzled-related protein
BC153043	100016395	with	259172	Mfrp	membrane-type frizzled-related protein
BC156287	100061650	without	17295	Met	met proto-oncogene
BC160254	100063902	with	72852	Mblac2	metallo-beta-lactamase domain containing 2
BC148584	100015527	without	213582	Mtap9	microtubule-associated protein 9
BC156817	100062572	with	213582	Mtap9	microtubule-associated protein 9
BC140361	100014348	without	23947	Mid2	midline 2
BC146504	100015022	with	23947	Mid2	midline 2
BC167181	100068081	with	76580	Mib2	mindbomb homolog 2 (Drosophila)
BC172624	100069432	without	71567	Mcm9	minichromosome maintenance complex component 9
BC152775	100016016	without	67062	Mcart6	mitochondrial carrier triple repeat 6
BC172631	100069439	without	26401	Map3k1	mitogen-activated protein kinase kinase kinase 1
BC152824	100016035	without	269881	Map3k10	mitogen-activated protein kinase kinase kinase 10
BC156585	100062103	with	269881	Map3k10	mitogen-activated protein kinase kinase kinase 10
BC160295	100064039	with	53859	Map3k14	mitogen-activated protein kinase kinase kinase 14
BC165983	100066283	with	26405	Map3k2	mitogen-activated protein kinase kinase kinase 2
BC172686	100069494	with	225028	Map4k3	mitogen-activated protein kinase kinase kinase kinase 3
BC168387	100068356	with	26921	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4
BC167240	100068140	with	58805	Mlxipl	MLX interacting protein-like
BC167258	100068158	with	83456	Mov10l1	Moloney leukemia virus 10-like 1
BC172660	100069468	with	270096	Mon1b	MON1 homolog b (yeast)
BC152917	100016168	without	194357	Moxd2	"monooxygenase, DBH-like 2"
BC156890	100062742	with	194357	Moxd2	"monooxygenase, DBH-like 2"
BC156727	100062235	with	17540	Mrvi1	MRV integration site 1
BC167221	100068121	with	17837	Mug2	murinoglobulin 2
BC146538	100014969	with	17690	Msi1	Musashi homolog 1(Drosophila)
BC140422	100014430	without	17690	Msi1	Musashi homolog 1(Drosophila)
BC140378	100014448	without	232934	Mypop	"Myb-related transcription factor, partner of profilin"
BC146461	100015048	with	232934	Mypop	"Myb-related transcription factor, partner of profilin"
BC167175	100068075	with	17188	Maz	MYC-associated zinc finger protein (purine-binding transcription factor)
BC160377	100064121	with	17356	Mllt4	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4"
BC148410	100015432	without	246198	Mllt6	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6"
BC152980	100016297	with	246198	Mllt6	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6"
BC167199	100068099	with	214384	Myocd	myocardin
BC146566	100014834	with	16543	Mdfic	MyoD family inhibitor domain containing
BC146373	100015144	without	16543	Mdfic	MyoD family inhibitor domain containing
BC156281	100061661	without	329421	Myo3b	myosin IIIB
BC172681	100069489	with	17921	Myo7a	myosin VIIA
BC156151	100062416	without	17909	Myo10	myosin X
BC156270	100061695	without	228785	Mylk2	"myosin, light polypeptide kinase 2, skeletal muscle"
BC148525	100015472	without	381204	Naaladl1	N-acetylated alpha-linked acidic dipeptidase-like 1
BC140232	100014211	without	17962	Nat3	N-acetyltransferase 3
BC141615	100014643	with	17962	Nat3	N-acetyltransferase 3
BC141522	100014569	without	237038	Nox1	NADPH oxidase 1
BC156790	100062496	with	237038	Nox1	NADPH oxidase 1
BC165954	100066254	with	50490	Nox4	NADPH oxidase 4
BC160381	100064125	with	378430	Nanos2	nanos homolog 2 (Drosophila)
BC146384	100015086	without	18087	Nktr	natural killer tumor recognition sequence
BC148805	100015890	with	18087	Nktr	natural killer tumor recognition sequence
BC148377	100015272	without	50884	Nckap1	NCK-associated protein 1
BC156351	100061839	without	333789	N4bp2	NEDD4 binding protein 2
BC156969	100063563	with	338352	Nell1	NEL-like 1 (chicken)
BC152916	100016156	without	54631	Nphs1	"nephrosis 1 homolog, nephrin (human)"
BC156756	100062239	with	54631	Nphs1	"nephrosis 1 homolog, nephrin (human)"
BC156604	100062083	with	18049	Ngf	nerve growth factor
BC148675	100015623	without	415115	Neurl2	neuralized-like 2 (Drosophila)
BC156597	100062094	with	415115	Neurl2	neuralized-like 2 (Drosophila)
BC160344	100064088	with	211323	Nrg1	neuregulin 1
BC140288	100014266	without	104080	Nxph4	neurexophilin 4
BC156568	100062100	with	104080	Nxph4	neurexophilin 4
BC172619	100069427	without	18015	Nf1	neurofibromatosis 1
BC168406	100068375	with	380684	Nefh	"neurofilament, heavy polypeptide"
BC167193	100068093	with	18040	Nefm	"neurofilament, medium polypeptide"
BC156101	100062360	without	216856	Nlgn2	neuroligin 2
BC156963	100063645	with	216856	Nlgn2	neuroligin 2
BC167248	100068148	with	27386	Npas3	neuronal PAS domain protein 3
BC152773	100015992	without	504193	Npcd	neuronal pentraxin chromo domain
BC156235	100061616	without	319504	Nrcam	neuron-glia-CAM-related cell adhesion molecule
BC157007	100062792	with	319504	Nrcam	neuron-glia-CAM-related cell adhesion molecule
BC172604	100069412	without	384569	Nova2	neuro-oncological ventral antigen 2
BC156702	100062194	with	104443	Npffr2	neuropeptide FF receptor 2
BC141449	100014716	without	319239	Npsr1	neuropeptide S receptor 1
BC153168	100016527	with	319239	Npsr1	neuropeptide S receptor 1
BC156093	100062359	without	18187	Nrp2	neuropilin 2
BC156989	100062848	with	18187	Nrp2	neuropilin 2
BC167186	100068086	with	18004	Nek1	NIMA (never in mitosis gene a)-related expressed kinase 1
BC167256	100068156	with	64652	Nisch	nischarin
BC160272	100063920	with	70729	Nos1ap	nitric oxide synthase 1 (neuronal) adaptor protein
BC167235	100068135	with	18125	Nos1	"nitric oxide synthase 1, neuronal"
BC152743	100015940	without	228731	Nkx2-4	"NK2 transcription factor related, locus 4 (Drosophila)"
BC140413	100014417	without	14912	Nkx6-2	NK6 homeobox 2
BC168393	100068362	with	17952	Naip6	"NLR family, apoptosis inhibitory protein 6"
BC172694	100069502	with	53880	Naip7	"NLR family, apoptosis inhibitory protein 7"
BC160196	100063844	with	268857	Nlrc3	"NLR family, CARD domain containing 3"
BC156396	100061969	without	195046	Nlrp1a	"NLR family, pyrin domain containing 1A"
BC156633	100062160	with	232827	Nlrp2	"NLR family, pyrin domain containing 2"
BC172659	100069467	with	97895	Nlrp4f	"NLR family, pyrin domain containing 4F"
BC148609	100015638	without	233001	Nlrp9a	"NLR family, pyrin domain containing 9A"
BC148455	100015438	without	330490	Nlrp9c	"NLR family, pyrin domain containing 9C"
BC156738	100062296	with	330490	Nlrp9c	"NLR family, pyrin domain containing 9C"
BC165967	100066267	with	100609	Nsun5	"NOL1/NOP2/Sun domain family, member 5"
BC172642	100069450	with	18129	Notch2	notch 2
BC172738	100069546	with	18131	Notch3	notch 3
BC146409	100015113	without	18029	Nfic	nuclear factor I/C
BC148851	100015921	with	18029	Nfic	nuclear factor I/C
BC172709	100069517	with	54446	Nfat5	nuclear factor of activated T cells 5
BC141543	100014536	without	68564	Nufip2	nuclear fragile X mental retardation protein interacting protein 2
BC156380	100062653	without	244879	Npat	nuclear protein in the AT region
BC172676	100069484	with	244879	Npat	nuclear protein in the AT region
BC160294	100064038	with	211329	Ncoa7	nuclear receptor coactivator 7
BC160300	100064044	with	11614	Nr0b1	"nuclear receptor subfamily 0, group B, member 1"
BC148436	100015400	without	18124	Nr4a3	"nuclear receptor subfamily 4, group A, member 3"
BC156736	100062260	with	18124	Nr4a3	"nuclear receptor subfamily 4, group A, member 3"
BC156284	100061697	without	14536	Nr6a1	"nuclear receptor subfamily 6, group A, member 1"
BC152962	100016174	without	245610	Nxf3	nuclear RNA export factor 3
BC141512	100014532	without	170722	Nxf7	nuclear RNA export factor 7
BC146558	100014808	with	170722	Nxf7	nuclear RNA export factor 7
BC168407	100068376	with	257632	Nod2	nucleotide-binding oligomerization domain containing 2
BC160356	100064100	with	380924	Olfm4	olfactomedin 4
BC140221	100014269	without	258923	Olfr1	olfactory receptor 1
BC141608	100014594	with	258923	Olfr1	olfactory receptor 1
BC140222	100014281	without	258830	Olfr103	olfactory receptor 103
BC141609	100014606	with	258830	Olfr103	olfactory receptor 103
BC167224	100068124	with	257948	Olfr104-ps	"olfactory receptor 104, pseudogene"
BC146350	100015261	without	259019	Olfr1045	olfactory receptor 1045
BC148836	100015883	with	259019	Olfr1045	olfactory receptor 1045
BC160365	100064109	with	257893	Olfr105-ps	"olfactory receptor 105, pseudogene"
BC160364	100064108	with	257925	Olfr106-ps	"olfactory receptor 106, pseudogene"
BC165965	100066265	with	218066	Olfr11	olfactory receptor 11
BC152952	100016149	without	257875	Olfr1116-ps	"olfactory receptor 1116, pseudogene"
BC156909	100062734	with	257875	Olfr1116-ps	"olfactory receptor 1116, pseudogene"
BC140279	100014241	without	258096	Olfr112	olfactory receptor 112
BC141444	100014751	without	258631	Olfr1151	olfactory receptor 1151
BC160366	100064110	with	258103	Olfr1152	olfactory receptor 1152
BC140241	100014224	without	258625	Olfr116	olfactory receptor 116
BC141620	100014644	with	258625	Olfr116	olfactory receptor 116
BC141580	100014517	without	258820	Olfr1184	olfactory receptor 1184
BC152956	100016197	without	258095	Olfr119	olfactory receptor 119
BC156775	100062218	with	258095	Olfr119	olfactory receptor 119
BC140275	100014264	without	258624	Olfr120	olfactory receptor 120
BC141645	100014650	with	258624	Olfr120	olfactory receptor 120
BC146345	100015201	without	258896	Olfr1206	olfactory receptor 1206
BC148831	100015906	with	258896	Olfr1206	olfactory receptor 1206
BC156657	100062164	with	258285	Olfr122	olfactory receptor 122
BC146346	100015213	without	258972	Olfr1239	olfactory receptor 1239
BC148833	100015930	with	258972	Olfr1239	olfactory receptor 1239
BC146537	100014909	with	258892	Olfr126	olfactory receptor 126
BC140418	100014477	without	258892	Olfr126	olfactory receptor 126
BC160282	100063930	with	258909	Olfr1282	olfactory receptor 1282
BC146433	100015140	without	258324	Olfr129	olfactory receptor 129
BC141576	100014564	without	258442	Olfr1314	olfactory receptor 1314
BC165981	100066281	with	257889	Olfr132	olfactory receptor 132
BC141572	100014516	without	236784	Olfr1320	olfactory receptor 1320
BC146335	100015176	without	258385	Olfr1323	olfactory receptor 1323
BC148819	100015928	with	258385	Olfr1323	olfactory receptor 1323
BC152879	100016042	without	258851	Olfr1339	olfactory receptor 1339
BC140396	100014474	without	258829	Olfr134	olfactory receptor 134
BC146454	100015119	without	258305	Olfr1356	olfactory receptor 1356
BC153072	100016412	with	258305	Olfr1356	olfactory receptor 1356
BC156782	100062219	with	258803	Olfr136	olfactory receptor 136
BC160261	100063909	with	258481	Olfr137	olfactory receptor 137
BC146338	100015212	without	258465	Olfr1387	olfactory receptor 1387
BC148821	100015857	with	258465	Olfr1387	olfactory receptor 1387
BC152890	100016091	without	57272	Olfr140	olfactory receptor 140
BC156630	100062099	with	57272	Olfr140	olfactory receptor 140
BC148499	100015540	without	257913	Olfr141	olfactory receptor 141
BC153102	100016442	with	257913	Olfr141	olfactory receptor 141
BC140271	100014216	without	406186	Olfr142	olfactory receptor 142
BC146541	100014934	with	406186	Olfr142	olfactory receptor 142
BC146394	100015123	without	258802	Olfr143	olfactory receptor 143
BC148825	100015905	with	258802	Olfr143	olfactory receptor 143
BC146353	100015202	without	258700	Olfr1451	olfactory receptor 1451
BC153164	100016574	with	258700	Olfr1451	olfactory receptor 1451
BC141591	100014578	without	258299	Olfr1461	olfactory receptor 1461
BC148479	100015370	without	258120	Olfr1463	olfactory receptor 1463
BC153075	100016353	with	258120	Olfr1463	olfactory receptor 1463
BC160239	100063887	with	258869	Olfr147	olfactory receptor 147
BC140265	100014239	without	18312	Olfr15	olfactory receptor 15
BC146531	100014943	with	18312	Olfr15	olfactory receptor 15
BC140406	100014416	without	57270	Olfr1508	olfactory receptor 1508
BC148694	100015735	with	57270	Olfr1508	olfactory receptor 1508
BC152954	100016173	without	258640	Olfr152	olfactory receptor 152
BC152870	100016112	without	110511	Olfr153	olfactory receptor 153
BC148580	100015479	without	258173	Olfr1532-ps1	"olfactory receptor 1532, pseudogene 1"
BC160283	100063931	with	257959	Olfr1537-ps1	"olfactory receptor 1537, pseudogene 1"
BC148629	100015629	without	29849	Olfr159	olfactory receptor 159
BC153192	100016579	with	29849	Olfr159	olfactory receptor 159
BC148429	100015399	without	258859	Olfr161	olfactory receptor 161
BC141446	100014775	without	258937	Olfr167	olfactory receptor 167
BC153162	100016538	with	258937	Olfr167	olfactory receptor 167
BC148834	100015847	with	258995	Olfr176	olfactory receptor 176
BC146347	100015225	without	258995	Olfr176	olfactory receptor 176
BC146348	100015237	without	258998	Olfr177	olfactory receptor 177
BC153163	100016550	with	258998	Olfr177	olfactory receptor 177
BC146410	100015125	without	18321	Olfr23	olfactory receptor 23
BC153106	100016419	with	18321	Olfr23	olfactory receptor 23
BC156707	100062159	with	406175	Olfr242	olfactory receptor 242
BC152878	100016125	without	258826	Olfr27	olfactory receptor 27
BC156972	100063611	with	258826	Olfr27	olfactory receptor 27
BC146434	100015152	without	258449	Olfr282	olfactory receptor 282
BC153041	100016371	with	258449	Olfr282	olfactory receptor 282
BC152883	100016090	without	258278	Olfr284	olfactory receptor 284
BC146395	100015135	without	258613	Olfr292	olfactory receptor 292
BC156725	100062294	with	258613	Olfr292	olfactory receptor 292
BC141583	100014553	without	258611	Olfr297	olfactory receptor 297
BC160267	100063915	with	18328	Olfr3	olfactory receptor 3
BC167238	100068138	with	258064	Olfr316	olfactory receptor 316
BC156661	100062129	with	236509	Olfr366	olfactory receptor 366
BC146352	100015190	without	259027	Olfr380	olfactory receptor 380
BC148838	100015907	with	259027	Olfr380	olfactory receptor 380
BC141570	100014587	without	193053	Olfr384	olfactory receptor 384
BC141448	100014704	without	259025	Olfr385	olfactory receptor 385
BC146349	100015249	without	259011	Olfr389	olfactory receptor 389
BC148835	100015871	with	259011	Olfr389	olfactory receptor 389
BC140223	100014293	without	258822	Olfr39	olfactory receptor 39
BC141610	100014618	with	258822	Olfr39	olfactory receptor 39
BC141588	100014518	without	259010	Olfr393	olfactory receptor 393
BC146540	100014922	with	259009	Olfr394	olfactory receptor 394
BC140424	100014454	without	259009	Olfr394	olfactory receptor 394
BC141447	100014692	without	259007	Olfr395	olfactory receptor 395
BC148390	100015345	without	258705	Olfr398	olfactory receptor 398
BC153012	100016293	with	258705	Olfr398	olfactory receptor 398
BC141574	100014540	without	258238	Olfr417	olfactory receptor 417
BC156340	100061885	without	18343	Olfr44	olfactory receptor 44
BC146587	100014863	with	258488	Olfr474	olfactory receptor 474
BC140454	100014470	without	258488	Olfr474	olfactory receptor 474
BC140427	100014407	without	258928	Olfr477	olfactory receptor 477
BC156634	100062172	with	258928	Olfr477	olfactory receptor 477
BC141519	100014521	without	18347	Olfr48	olfactory receptor 48
BC140392	100014426	without	56861	Olfr480	olfactory receptor 480
BC160284	100063932	with	258927	Olfr481	olfactory receptor 481
BC148828	100015846	with	258307	Olfr493	olfactory receptor 493
BC146344	100015189	without	258307	Olfr493	olfactory receptor 493
BC160333	100064077	with	258733	Olfr497	olfactory receptor 497
BC141577	100014576	without	258738	Olfr507	olfactory receptor 507
BC141598	100014579	without	18351	Olfr51	olfactory receptor 51
BC146596	100014866	with	18351	Olfr51	olfactory receptor 51
BC148431	100015435	without	258721	Olfr514	olfactory receptor 514
BC153013	100016305	with	258721	Olfr514	olfactory receptor 514
BC148839	100015848	with	258720	Olfr516	olfactory receptor 516
BC146354	100015214	without	258720	Olfr516	olfactory receptor 516
BC140385	100014437	without	18352	Olfr52	olfactory receptor 52
BC148682	100015732	with	18352	Olfr52	olfactory receptor 52
BC140398	100014403	without	259028	Olfr532	olfactory receptor 532
BC148690	100015734	with	259028	Olfr532	olfactory receptor 532
BC160281	100063929	with	18354	Olfr54	olfactory receptor 54
BC146455	100015131	without	258357	Olfr574	olfactory receptor 574
BC153073	100016329	with	258357	Olfr574	olfactory receptor 574
BC146398	100015076	without	259118	Olfr575	olfactory receptor 575
BC148830	100015894	with	259118	Olfr575	olfactory receptor 575
BC140457	100014411	without	259119	Olfr578	olfactory receptor 578
BC148706	100015728	with	259119	Olfr578	olfactory receptor 578
BC140419	100014489	without	18358	Olfr58	olfactory receptor 58
BC152881	100016066	without	259055	Olfr582	olfactory receptor 582
BC141579	100014505	without	258752	Olfr583	olfactory receptor 583
BC146589	100014804	with	258752	Olfr583	olfactory receptor 583
BC141586	100014589	without	259054	Olfr589	olfactory receptor 589
BC146396	100015147	without	259073	Olfr603	olfactory receptor 603
BC153161	100016526	with	259073	Olfr603	olfactory receptor 603
BC165990	100066290	with	258189	Olfr624	olfactory receptor 624
BC148335	100015266	without	258961	Olfr631	olfactory receptor 631
BC152978	100016261	with	258961	Olfr631	olfactory receptor 631
BC148621	100015628	without	18366	Olfr64	olfactory receptor 64
BC153187	100016578	with	18366	Olfr64	olfactory receptor 64
BC148510	100015482	without	18367	Olfr66	olfactory receptor 66
BC153179	100016541	with	18367	Olfr66	olfactory receptor 66
BC146342	100015260	without	258810	Olfr665	olfactory receptor 665
BC148826	100015917	with	258810	Olfr665	olfactory receptor 665
BC146324	100015234	without	18368	Olfr67	olfactory receptor 67
BC148809	100015891	with	18368	Olfr67	olfactory receptor 67
BC160235	100063883	with	258755	Olfr672	olfactory receptor 672
BC146397	100015159	without	259099	Olfr676	olfactory receptor 676
BC148829	100015882	with	259099	Olfr676	olfactory receptor 676
BC156705	100062135	with	258355	Olfr677	olfactory receptor 677
BC156753	100062298	with	18369	Olfr68	olfactory receptor 68
BC156170	100062490	without	258589	Olfr703	olfactory receptor 703
BC141483	100014768	without	257902	Olfr704	olfactory receptor 704
BC148767	100015764	with	257902	Olfr704	olfactory receptor 704
BC165960	100066260	with	259034	Olfr705	olfactory receptor 705
BC141530	100014570	without	194433	Olfr707	olfactory receptor 707
BC153156	100016560	with	194433	Olfr707	olfactory receptor 707
BC140311	100014377	without	258594	Olfr710	olfactory receptor 710
BC146470	100014978	with	258594	Olfr710	olfactory receptor 710
BC152882	100016078	without	259036	Olfr713	olfactory receptor 713
BC140216	100014209	without	117004	Olfr73	olfactory receptor 73
BC141607	100014629	with	117004	Olfr73	olfactory receptor 73
BC146334	100015259	without	258360	Olfr731	olfactory receptor 731
BC148818	100015916	with	258360	Olfr731	olfactory receptor 731
BC140281	100014265	without	117005	Olfr74	olfactory receptor 74
BC141648	100014627	with	117005	Olfr74	olfactory receptor 74
BC146326	100015258	without	56858	Olfr749	olfactory receptor 749
BC148811	100015927	with	56858	Olfr749	olfactory receptor 749
BC141581	100014529	without	258863	Olfr768	olfactory receptor 768
BC148623	100015557	without	258862	Olfr770	olfactory receptor 770
BC146343	100015177	without	258540	Olfr771	olfactory receptor 771
BC148827	100015929	with	258540	Olfr771	olfactory receptor 771
BC146339	100015224	without	258232	Olfr774	olfactory receptor 774
BC148822	100015869	with	258232	Olfr774	olfactory receptor 774
BC141484	100014780	without	258538	Olfr775	olfactory receptor 775
BC148768	100015776	with	258538	Olfr775	olfactory receptor 775
BC141589	100014530	without	404321	Olfr776	olfactory receptor 776
BC141442	100014727	without	258723	Olfr781	olfactory receptor 781
BC146588	100014875	with	258723	Olfr781	olfactory receptor 781
BC146340	100015236	without	258724	Olfr784	olfactory receptor 784
BC148823	100015881	with	258724	Olfr784	olfactory receptor 784
BC140228	100014258	without	258542	Olfr786	olfactory receptor 786
BC146557	100014796	with	258542	Olfr786	olfactory receptor 786
BC141599	100014591	without	18372	Olfr8	olfactory receptor 8
BC140455	100014482	without	258773	Olfr818	olfactory receptor 818
BC140456	100014494	without	258772	Olfr821	olfactory receptor 821
BC141585	100014577	without	258668	Olfr823	olfactory receptor 823
